step,value_loss,v_mean,q_target_mean,critic_loss,q1_mean,td_target,actor_loss,advantage_mean,exp_adv_mean,log_prob_mean
11,9.670075087342411e-06,0.0007850422989577055,-0.0036434587091207504,0.06049109995365143,-0.04532188922166824,-0.06889888644218445,2.0991158485412598,-0.04311792179942131,0.945614218711853,-2.1428816318511963
12,1.3700802810490131e-05,-0.006445621140301228,-0.0039856755174696445,0.05734361708164215,-0.03789164125919342,-0.06042591854929924,2.1534578800201416,-0.033899374306201935,0.9880316853523254,-2.1104068756103516
13,4.179950337857008e-05,-0.0109823914244771,-0.004207823425531387,0.051292117685079575,-0.039198342710733414,-0.060561880469322205,2.1127676963806152,-0.03891926258802414,0.9880754351615906,-2.064359426498413
14,3.206880501238629e-05,-0.01022195816040039,-0.0044900644570589066,0.03877546265721321,-0.03996352106332779,-0.0617799237370491,2.1042723655700684,-0.04715978354215622,0.9853348731994629,-2.0519256591796875
15,7.310698492801748e-06,-0.006281700450927019,-0.005121517926454544,0.036189425736665726,-0.048222996294498444,-0.06666301190853119,1.9738892316818237,-0.06285549700260162,0.9600532650947571,-1.9780373573303223
16,8.39500171423424e-06,-0.001187930814921856,-0.005427815485745668,0.025523986667394638,-0.04765209183096886,-0.04897017776966095,1.9591721296310425,-0.06377119570970535,0.972625732421875,-1.9259207248687744
17,2.078012767015025e-05,0.002377384342253208,-0.005446868948638439,0.020581698045134544,-0.04467364400625229,-0.042178843170404434,1.928133249282837,-0.06197231262922287,0.982445240020752,-1.9050372838974
18,2.6522813641349785e-05,0.002873339457437396,-0.006072718184441328,0.019356591627001762,-0.04255685582756996,-0.03605618327856064,2.011507987976074,-0.05489485338330269,1.0454013347625732,-1.8509577512741089
19,2.0994400983909145e-05,0.0010708896443247795,-0.0067025828175246716,0.01704438589513302,-0.05486978963017464,-0.060599930584430695,1.9326918125152588,-0.06487815827131271,1.029566764831543,-1.8276231288909912
20,8.632217941340059e-06,-0.003283604048192501,-0.00758235203102231,0.015806030482053757,-0.05914422497153282,-0.06236233189702034,1.8844189643859863,-0.0645265281200409,1.0474414825439453,-1.7600868940353394
21,5.0521703087724745e-06,-0.00728415884077549,-0.0077943275682628155,0.013263133354485035,-0.061161890625953674,-0.06673631817102432,1.8519631624221802,-0.06556906551122665,1.054063081741333,-1.7448434829711914
22,1.17463459901046e-05,-0.011287270113825798,-0.008531637489795685,0.013384100049734116,-0.06939226388931274,-0.07038179039955139,1.800877332687378,-0.07162480801343918,1.0477898120880127,-1.679044246673584
23,1.807306398404762e-05,-0.013084003701806068,-0.009046392515301704,0.012617231346666813,-0.0656442865729332,-0.06385444104671478,1.7327265739440918,-0.06912607699632645,1.0789515972137451,-1.646112084388733
24,9.20671118365135e-06,-0.011275230906903744,-0.009064306505024433,0.010923037305474281,-0.06705901771783829,-0.05725635588169098,1.9676270484924316,-0.07051542401313782,1.0867772102355957,-1.724674105644226
25,4.1864932427415624e-06,-0.008320782333612442,-0.009451105259358883,0.010547737590968609,-0.07396364212036133,-0.061948277056217194,1.925934076309204,-0.07554807513952255,1.0883219242095947,-1.765367031097412
26,7.9362653195858e-06,-0.005613001994788647,-0.009585229679942131,0.010006150230765343,-0.05070764198899269,-0.03986319899559021,1.9704022407531738,-0.05136151984333992,1.1674273014068604,-1.6263785362243652
27,1.3727352779824287e-05,-0.0053734732791781425,-0.011217623949050903,0.010072805918753147,-0.07788113504648209,-0.07292696088552475,1.7808771133422852,-0.07593849301338196,1.0817036628723145,-1.6610983610153198
28,1.3859857062925585e-05,-0.005419296212494373,-0.011155666783452034,0.008367037400603294,-0.054389990866184235,-0.06076345965266228,1.8004313707351685,-0.05549593269824982,1.1381380558013916,-1.6178228855133057
29,9.028558451973367e-06,-0.007413868792355061,-0.011331907473504543,0.00774672394618392,-0.050777263939380646,-0.06007616966962814,2.009869337081909,-0.05445963144302368,1.1669732332229614,-1.6182701587677002
30,5.678947673004586e-06,-0.010518251918256283,-0.011494896374642849,0.0076386830769479275,-0.04652909189462662,-0.05716453865170479,1.8102713823318481,-0.050801072269678116,1.1375236511230469,-1.587630271911621
31,8.098157195490785e-06,-0.013954805210232735,-0.01285557635128498,0.006558185908943415,-0.058989278972148895,-0.062340956181287766,1.7082509994506836,-0.06090950220823288,1.1183149814605713,-1.5323476791381836
32,1.0121940249518957e-05,-0.015026185661554337,-0.012901000678539276,0.007176999934017658,-0.06729771941900253,-0.06194023787975311,1.8010094165802002,-0.06644745171070099,1.1184213161468506,-1.6090404987335205
33,6.478057002823334e-06,-0.01445354986935854,-0.013438930734992027,0.006180896889418364,-0.06947095692157745,-0.0607159249484539,1.6512730121612549,-0.06550823152065277,1.0609875917434692,-1.5569583177566528
34,4.701382295024814e-06,-0.0138102937489748,-0.014846385456621647,0.005299104377627373,-0.08693891763687134,-0.07379874587059021,1.7053358554840088,-0.07704801112413406,1.0403733253479004,-1.5901376008987427
35,6.5672620621626265e-06,-0.012026974000036716,-0.015054268762469292,0.005066895857453346,-0.07319304347038269,-0.06558150798082352,1.7763454914093018,-0.06277214735746384,1.1195402145385742,-1.5302222967147827
36,9.581310223438777e-06,-0.010924991220235825,-0.015481002628803253,0.004376220516860485,-0.06726658344268799,-0.06657245755195618,1.6862382888793945,-0.05663437396287918,1.0840084552764893,-1.536022424697876
37,7.766703674860764e-06,-0.012226134538650513,-0.01577557623386383,0.0044243233278393745,-0.06220375746488571,-0.07025660574436188,1.6380784511566162,-0.05393189191818237,1.0998148918151855,-1.5099968910217285
38,5.552129096031422e-06,-0.015429290942847729,-0.01737259328365326,0.004456096328794956,-0.06140749156475067,-0.07695309817790985,1.547934889793396,-0.05652594938874245,1.1053661108016968,-1.4568655490875244
39,5.760804015153553e-06,-0.01617954857647419,-0.016211025416851044,0.004413428250700235,-0.05158514529466629,-0.06435906887054443,1.7250990867614746,-0.05135083198547363,1.1292593479156494,-1.4808764457702637
40,6.7227647377876565e-06,-0.01788555458188057,-0.017141852527856827,0.0036473560612648726,-0.06037160009145737,-0.06332403421401978,1.4767405986785889,-0.059226587414741516,1.1117973327636719,-1.3642690181732178
41,6.807905265304726e-06,-0.018523449078202248,-0.018070705235004425,0.003606865182518959,-0.07830120623111725,-0.07092991471290588,1.6123371124267578,-0.07264232635498047,1.077314019203186,-1.4636293649673462
42,5.590618457063101e-06,-0.017181633040308952,-0.018141034990549088,0.003931473009288311,-0.07868169248104095,-0.06718847900629044,1.5155974626541138,-0.06877385824918747,1.083574652671814,-1.3490746021270752
43,6.99071142662433e-06,-0.01647675782442093,-0.019204311072826385,0.003402615897357464,-0.08424489200115204,-0.07628551870584488,1.5777603387832642,-0.06977178156375885,1.0790314674377441,-1.423644781112671
44,7.663012183911633e-06,-0.01513710431754589,-0.018171023577451706,0.0035262182354927063,-0.06111954525113106,-0.05655072629451752,1.5224225521087646,-0.044745586812496185,1.1417285203933716,-1.4004271030426025
45,6.859907898615347e-06,-0.017194349318742752,-0.019773196429014206,0.0033778147771954536,-0.06755386292934418,-0.0755142867565155,1.5412335395812988,-0.052605848759412766,1.08884596824646,-1.4127533435821533
46,6.1790428844687995e-06,-0.018970582634210587,-0.020425571128726006,0.003418088424950838,-0.06317922472953796,-0.07726162672042847,1.4629466533660889,-0.05246179923415184,1.1187143325805664,-1.336902379989624
47,7.493072189390659e-06,-0.01911456137895584,-0.01870303601026535,0.002944533247500658,-0.045956943184137344,-0.057451024651527405,1.515645980834961,-0.04083229973912239,1.1365399360656738,-1.3820103406906128
48,6.253704214032041e-06,-0.020776037126779556,-0.02098114974796772,0.0032538175582885742,-0.06685293465852737,-0.07063799351453781,1.5518361330032349,-0.06046954542398453,1.1093628406524658,-1.3982564210891724
49,5.909849733143346e-06,-0.021447133272886276,-0.02227773331105709,0.0026904826518148184,-0.0827675312757492,-0.07871608436107635,1.3039263486862183,-0.0729604959487915,1.0740716457366943,-1.3269038200378418
50,5.967523520666873e-06,-0.01979941874742508,-0.02177184820175171,0.0032880916260182858,-0.07341720163822174,-0.06601116806268692,1.513667345046997,-0.06034296751022339,1.1125283241271973,-1.3544058799743652
51,6.980953912716359e-06,-0.019032638520002365,-0.02152726799249649,0.0022740939166396856,-0.07432790100574493,-0.06976829469203949,1.4524922370910645,-0.058564893901348114,1.1038601398468018,-1.3748067617416382
52,6.4585219661239535e-06,-0.020706189796328545,-0.022894497960805893,0.0023663926403969526,-0.07121608406305313,-0.06809158623218536,1.6185466051101685,-0.05089754983782768,1.1827880144119263,-1.3938568830490112
53,5.674481144524179e-06,-0.02241869643330574,-0.02372809313237667,0.0023642396554350853,-0.07005240023136139,-0.07351864874362946,1.510225772857666,-0.050458185374736786,1.16983962059021,-1.366227388381958
54,6.248297722777352e-06,-0.022882021963596344,-0.02308112382888794,0.002673855982720852,-0.0648772343993187,-0.0716637447476387,1.4928436279296875,-0.04876694828271866,1.141308307647705,-1.288618564605713
55,7.447203188348794e-06,-0.02458118088543415,-0.02463485300540924,0.002081424929201603,-0.07419012486934662,-0.07957212626934052,1.397862434387207,-0.059512171894311905,1.0798027515411377,-1.3061376810073853
56,6.29568694421323e-06,-0.0255903210490942,-0.02697923220694065,0.0022871526889503,-0.08846527338027954,-0.09218598902225494,1.227318525314331,-0.07384651899337769,1.0677615404129028,-1.190931797027588
57,7.106407792889513e-06,-0.02128032222390175,-0.02356410026550293,0.002160727046430111,-0.06270463764667511,-0.06305166333913803,1.4467945098876953,-0.051012493669986725,1.140690803527832,-1.2677009105682373
58,7.47394324207562e-06,-0.02219666913151741,-0.024502595886588097,0.0017481243703514338,-0.07297882437705994,-0.07102508097887039,1.2589175701141357,-0.05810839682817459,1.113394021987915,-1.2256553173065186
59,7.578819349873811e-06,-0.02456291764974594,-0.026542168110609055,0.0024174745194613934,-0.08300156146287918,-0.07983719557523727,1.472826600074768,-0.0627884790301323,1.1240448951721191,-1.3511492013931274
60,6.56911061014398e-06,-0.027875827625393867,-0.028703749179840088,0.002098972676321864,-0.08915112167596817,-0.08684639632701874,1.2489023208618164,-0.06481265276670456,1.1076862812042236,-1.2163633108139038
61,8.001627065823413e-06,-0.02659435197710991,-0.02647271379828453,0.0015863865846768022,-0.07492942363023758,-0.07482123374938965,1.5111711025238037,-0.053262289613485336,1.1594780683517456,-1.3251943588256836
62,6.797735750296852e-06,-0.02599206566810608,-0.0271039716899395,0.0018231961876153946,-0.07446321845054626,-0.0745202898979187,1.2744758129119873,-0.05374012142419815,1.1320700645446777,-1.1763370037078857
63,6.74714374326868e-06,-0.0252872034907341,-0.027390576899051666,0.0019824302289634943,-0.06618383526802063,-0.0674171894788742,1.235917091369629,-0.046849191188812256,1.1574755907058716,-1.1782910823822021
64,7.62834815759561e-06,-0.02720450609922409,-0.02973511628806591,0.002593951765447855,-0.08012314885854721,-0.0844506323337555,1.3320095539093018,-0.06019975617527962,1.1017699241638184,-1.2511706352233887
65,6.62910497339908e-06,-0.026473786681890488,-0.02793831191956997,0.0018909985665231943,-0.06475510448217392,-0.06833665072917938,1.3344334363937378,-0.04679165408015251,1.1744203567504883,-1.206346035003662
66,7.478984116460197e-06,-0.029675353318452835,-0.03026736155152321,0.0018231396097689867,-0.08453170955181122,-0.08613772690296173,1.3102529048919678,-0.06451120972633362,1.1179907321929932,-1.1719685792922974
67,7.795093551976606e-06,-0.033798135817050934,-0.03450390696525574,0.0016797620337456465,-0.11349280178546906,-0.10899961739778519,1.0717599391937256,-0.08659243583679199,1.0207362174987793,-1.2224516868591309
68,7.558352990599815e-06,-0.027704328298568726,-0.029294881969690323,0.0015311972238123417,-0.08015389740467072,-0.0746808797121048,1.1833922863006592,-0.05642315000295639,1.109224796295166,-1.174252986907959
69,7.748576535959728e-06,-0.027588045224547386,-0.029610199853777885,0.0018931804224848747,-0.07298772037029266,-0.0698745995759964,1.2288250923156738,-0.04668489098548889,1.1611804962158203,-1.1402487754821777
70,8.437345968559384e-06,-0.028207361698150635,-0.03011593222618103,0.0018699022475630045,-0.0726473480463028,-0.07636375725269318,1.2440896034240723,-0.048339951783418655,1.116479754447937,-1.1823930740356445
71,7.305536655621836e-06,-0.029286086559295654,-0.030596887692809105,0.0013800058513879776,-0.0719408392906189,-0.07712540030479431,1.2272639274597168,-0.04916796088218689,1.1260111331939697,-1.1979514360427856
72,8.133261871989816e-06,-0.03354191780090332,-0.03417912870645523,0.0016017050947993994,-0.08762875199317932,-0.09058984369039536,1.2297568321228027,-0.06378887593746185,1.1041454076766968,-1.2149817943572998
73,8.388985406782012e-06,-0.034398049116134644,-0.0356379896402359,0.0017670479137450457,-0.09446508437395096,-0.09570088237524033,1.1671812534332275,-0.06954959034919739,1.0884720087051392,-1.1574052572250366
74,8.693665222381242e-06,-0.02975647896528244,-0.03185379505157471,0.0013499418273568153,-0.0756172239780426,-0.07318040728569031,1.0568867921829224,-0.052668496966362,1.1060302257537842,-1.1079540252685547
75,8.339842679561116e-06,-0.03498975932598114,-0.03707573190331459,0.001191166928038001,-0.10508814454078674,-0.10192324221134186,0.991491436958313,-0.07318424433469772,1.016023874282837,-1.079111933708191
76,8.532581887266133e-06,-0.03309786319732666,-0.034540556371212006,0.001381228561513126,-0.08488375693559647,-0.08517153561115265,1.1624141931533813,-0.0554560124874115,1.1310546398162842,-1.1717287302017212
77,9.928191502694972e-06,-0.03321140259504318,-0.03382786363363266,0.0014557281974703074,-0.07813702523708344,-0.07844042778015137,1.2241601943969727,-0.05003863945603371,1.1289235353469849,-1.1247823238372803
78,8.891378456610255e-06,-0.034985288977622986,-0.03583124279975891,0.0014667065115645528,-0.08476488292217255,-0.08556662499904633,1.2796133756637573,-0.05630934238433838,1.1487773656845093,-1.1365572214126587
79,9.087490070669446e-06,-0.034973956644535065,-0.03737931698560715,0.0016314761014655232,-0.09203626215457916,-0.09348682314157486,1.2253299951553345,-0.06292136013507843,1.0648988485336304,-1.2335362434387207
80,9.47946227825014e-06,-0.03484170511364937,-0.037221845239400864,0.0012906828196719289,-0.084384024143219,-0.08680468052625656,0.7369903326034546,-0.05531150475144386,1.1071906089782715,-0.9369279146194458
81,8.303770300699398e-06,-0.033769622445106506,-0.034911274909973145,0.0012151108821853995,-0.08006944507360458,-0.08217476308345795,1.1839197874069214,-0.053745757788419724,1.0973384380340576,-1.1005860567092896
82,9.328950000053737e-06,-0.034192293882369995,-0.03482992947101593,0.0016238023526966572,-0.07835611701011658,-0.07765329629182816,1.231092929840088,-0.05178559571504593,1.1531155109405518,-1.0771136283874512
83,8.790246283751912e-06,-0.034380607306957245,-0.03596018999814987,0.0011606300249695778,-0.082790806889534,-0.07992906868457794,1.2025259733200073,-0.05411973595619202,1.09437894821167,-1.0874700546264648
84,8.299661203636788e-06,-0.035723842680454254,-0.0378301702439785,0.0015519245062023401,-0.08946119248867035,-0.08726784586906433,1.246413230895996,-0.0562732070684433,1.1389069557189941,-1.1475104093551636
85,9.836941899266094e-06,-0.037126325070858,-0.03841308504343033,0.001409964868798852,-0.0834709107875824,-0.08506655693054199,1.221238136291504,-0.050484687089920044,1.1361358165740967,-1.1242985725402832
86,9.836954632191919e-06,-0.03794349730014801,-0.039487436413764954,0.0016733026131987572,-0.08797093480825424,-0.08954297006130219,1.1030333042144775,-0.0548141673207283,1.1625111103057861,-1.0337157249450684
87,1.0725872925831936e-05,-0.0356997549533844,-0.037087634205818176,0.0010495490860193968,-0.07585054636001587,-0.07802169024944305,0.9489812254905701,-0.048081181943416595,1.119132161140442,-1.009175419807434
88,9.715287887956947e-06,-0.03769268840551376,-0.03964768350124359,0.001386573538184166,-0.08569096028804779,-0.08724109828472137,0.9797111749649048,-0.05625879019498825,1.1261215209960938,-0.9565902948379517
89,9.890435649140272e-06,-0.0388358011841774,-0.040192611515522,0.0015264422399923205,-0.09207785874605179,-0.08977805078029633,1.1452503204345703,-0.059747364372015,1.1156947612762451,-1.1412538290023804
90,9.90667103906162e-06,-0.035057708621025085,-0.036579251289367676,0.0015174993313848972,-0.07551099359989166,-0.07441996783018112,1.1369807720184326,-0.04566630721092224,1.1294951438903809,-1.128791332244873
91,9.803455213841517e-06,-0.036901526153087616,-0.03925992175936699,0.0009827386820688844,-0.08450207859277725,-0.08536984026432037,1.1857378482818604,-0.05119876563549042,1.1738767623901367,-1.0815434455871582
92,1.0048157491837628e-05,-0.037408724427223206,-0.03826235979795456,0.0013740987051278353,-0.07579682767391205,-0.07544044405221939,1.1173290014266968,-0.04303959757089615,1.1957893371582031,-1.0504648685455322
93,1.1098205504822545e-05,-0.04216979071497917,-0.04379360005259514,0.000982161145657301,-0.09655897319316864,-0.0961686372756958,0.9473882913589478,-0.05865168944001198,1.0805665254592896,-1.0471794605255127
94,1.1019022167602088e-05,-0.04260844737291336,-0.044131673872470856,0.0010603314731270075,-0.09857931733131409,-0.09980972111225128,0.9630897641181946,-0.062069520354270935,1.0786455869674683,-0.9718238115310669
95,9.9706303444691e-06,-0.04043000191450119,-0.04246159642934799,0.0015090596862137318,-0.08549676090478897,-0.08800661563873291,1.168811559677124,-0.05213692784309387,1.16085684299469,-1.0265439748764038
96,1.0826901416294277e-05,-0.04132413864135742,-0.04271405190229416,0.0013906973181292415,-0.08417621999979019,-0.08617173135280609,0.9493471384048462,-0.05214785039424896,1.1450834274291992,-1.0289087295532227
97,1.1746286872948986e-05,-0.04315624386072159,-0.045000433921813965,0.0010889924596995115,-0.09816508740186691,-0.09706184267997742,0.9775922894477844,-0.06178395450115204,1.12032949924469,-0.974724531173706
98,1.0581587048363872e-05,-0.03957916051149368,-0.04094511270523071,0.0016376740531995893,-0.08560065925121307,-0.08283570408821106,1.1276307106018066,-0.050165824592113495,1.1075469255447388,-1.0557448863983154
99,1.1335057024552952e-05,-0.04403146356344223,-0.04572109133005142,0.001103868125937879,-0.10023260116577148,-0.09681971371173859,1.050318717956543,-0.057832058519124985,1.1358973979949951,-0.9602338075637817
100,1.1507457202242222e-05,-0.04249639809131622,-0.04466431960463524,0.0012824491132050753,-0.09386342018842697,-0.09508013725280762,0.8731616735458374,-0.05367221310734749,1.1036908626556396,-0.9113675355911255
101,1.2190243069198914e-05,-0.050331756472587585,-0.05168897286057472,0.0013525828253477812,-0.11415529251098633,-0.11795301735401154,0.9160134792327881,-0.07117177546024323,1.0788681507110596,-0.9727761745452881
102,1.1251716387050692e-05,-0.04409119486808777,-0.045843616127967834,0.0010860059410333633,-0.09106448292732239,-0.09445323795080185,1.0634149312973022,-0.05653116852045059,1.1105738878250122,-1.0661256313323975
103,1.0856258086278103e-05,-0.044803861528635025,-0.046761415898799896,0.0013885283842682838,-0.0968928337097168,-0.09655800461769104,1.0689795017242432,-0.0599079504609108,1.1061408519744873,-1.0488855838775635
104,1.246056672243867e-05,-0.042299795895814896,-0.043652988970279694,0.0014592711813747883,-0.08256463706493378,-0.0800740048289299,0.8355401158332825,-0.04536993056535721,1.1422655582427979,-0.8579546213150024
105,1.2991312360099982e-05,-0.047346651554107666,-0.04901716113090515,0.0012214670423418283,-0.10736391693353653,-0.10548296570777893,0.7624585032463074,-0.06314717233181,1.0783746242523193,-0.955420970916748
106,1.3243414286989719e-05,-0.04649478569626808,-0.048385340720415115,0.0010353501420468092,-0.10302583873271942,-0.10149634629487991,0.7562981247901917,-0.058287613093853,1.091986894607544,-0.9202367663383484
107,1.271445580641739e-05,-0.04417047277092934,-0.04659019410610199,0.001100912457332015,-0.08883275091648102,-0.09394009411334991,1.014491319656372,-0.05010781064629555,1.1513689756393433,-0.9879039525985718
108,1.2602515198523179e-05,-0.04966931417584419,-0.05085265263915062,0.0009286161512136459,-0.10215708613395691,-0.10575208067893982,0.9284615516662598,-0.06266415119171143,1.0789294242858887,-0.9846699833869934
109,1.2452437658794224e-05,-0.04984351247549057,-0.051104407757520676,0.0009839475387707353,-0.10649842023849487,-0.10458238422870636,0.8711360096931458,-0.06556104868650436,1.1229312419891357,-0.9767471551895142
110,1.3884366126148961e-05,-0.04537191241979599,-0.04822039231657982,0.001084811519831419,-0.09726414084434509,-0.09408120810985565,1.0975263118743896,-0.05455618351697922,1.1533974409103394,-0.9822369813919067
111,1.494620391895296e-05,-0.04368238151073456,-0.04513190686702728,0.0014425222761929035,-0.08254792541265488,-0.08068163692951202,0.8781610727310181,-0.041237879544496536,1.1500734090805054,-0.873049259185791
112,1.1817719496320933e-05,-0.04640151932835579,-0.04796655848622322,0.0012693703174591064,-0.09080104529857635,-0.09299466013908386,0.9096540808677673,-0.04961217939853668,1.1557798385620117,-0.9392967224121094
113,1.2680742656812072e-05,-0.04828197509050369,-0.05029064416885376,0.0018883089069277048,-0.09720568358898163,-0.09919287264347076,1.027763843536377,-0.05549987778067589,1.1344505548477173,-0.9676665663719177
114,1.2768276064889506e-05,-0.05046439170837402,-0.052795037627220154,0.001054731896147132,-0.1072070375084877,-0.10800347477197647,0.8708255290985107,-0.06258153915405273,1.1157721281051636,-0.9327775835990906
115,1.2510554370237514e-05,-0.049880608916282654,-0.05044611543416977,0.0008669901872053742,-0.09773948788642883,-0.09534189105033875,0.8688411712646484,-0.05428153648972511,1.1299656629562378,-0.8639779090881348
116,1.4329737496154848e-05,-0.049053192138671875,-0.0512549988925457,0.0013975306646898389,-0.09746737778186798,-0.09718397259712219,0.8902952671051025,-0.053358837962150574,1.1105588674545288,-0.8722052574157715
117,1.4942095731385052e-05,-0.048971086740493774,-0.05214643478393555,0.0008144881576299667,-0.09891147911548615,-0.10188189148902893,0.942512035369873,-0.05401056259870529,1.1116094589233398,-1.0015685558319092
118,1.4390740034286864e-05,-0.05125861614942551,-0.05119459331035614,0.000895749602932483,-0.09448051452636719,-0.09256979823112488,0.681483268737793,-0.05052811652421951,1.1356556415557861,-0.8720443248748779
119,1.4393476703844499e-05,-0.05584099516272545,-0.058348968625068665,0.000905832857824862,-0.11785849928855896,-0.1170215755701065,0.6939792037010193,-0.06664163619279861,1.100264310836792,-0.8047521710395813
120,1.4555809684679843e-05,-0.051110152155160904,-0.05387086421251297,0.0011759045301005244,-0.10284463316202164,-0.10456947982311249,0.9286271929740906,-0.055720508098602295,1.1448639631271362,-0.9804534912109375
121,1.4542683857143857e-05,-0.05334047973155975,-0.05491013079881668,0.0008836911292746663,-0.10646218061447144,-0.10808879882097244,0.898505449295044,-0.05967116355895996,1.1094518899917603,-0.943750262260437
122,1.5165143850026652e-05,-0.056837499141693115,-0.05746326595544815,0.0012640219647437334,-0.11591021716594696,-0.11499907821416855,0.914363443851471,-0.0666140615940094,1.0785549879074097,-0.9188600182533264
123,1.5275210898835212e-05,-0.04910264164209366,-0.052959442138671875,0.0009290911257266998,-0.09754343330860138,-0.09783338010311127,0.8549776077270508,-0.05071030557155609,1.1701138019561768,-0.9006034731864929
124,1.4782423932047095e-05,-0.056007593870162964,-0.0577336922287941,0.0010893313447013497,-0.1111593097448349,-0.11309341341257095,0.6106150150299072,-0.06028155982494354,1.1590479612350464,-0.7540334463119507
125,1.6405243513872847e-05,-0.05156268924474716,-0.05151591822504997,0.0011959320399910212,-0.09217238426208496,-0.08996336162090302,1.033135175704956,-0.048460498452186584,1.1519379615783691,-0.9732910990715027
126,1.8096125131705776e-05,-0.0527535043656826,-0.05638119950890541,0.000717873452231288,-0.1081726998090744,-0.10802832245826721,0.8662500977516174,-0.05863424018025398,1.0870059728622437,-0.9834520220756531
127,1.6487894754391164e-05,-0.05053215101361275,-0.05394914001226425,0.0009037523414008319,-0.09452223032712936,-0.09916819632053375,0.9433652758598328,-0.04899383336305618,1.1513265371322632,-0.9536666870117188
128,1.894594242912717e-05,-0.058603573590517044,-0.058238957077264786,0.0010339799337089062,-0.10956870019435883,-0.10907456278800964,0.840583086013794,-0.06142503768205643,1.1377710103988647,-0.8698388338088989
129,1.6088502889033407e-05,-0.0501738004386425,-0.05230492353439331,0.0008749014232307673,-0.09376229345798492,-0.08914077281951904,0.907318115234375,-0.04736259952187538,1.1643929481506348,-0.8957221508026123
130,1.9072191207669675e-05,-0.05326535552740097,-0.05770900845527649,0.0007705293828621507,-0.10472871363162994,-0.10661821067333221,0.7574313879013062,-0.05246015638113022,1.1259734630584717,-0.8327933549880981
131,1.703941961750388e-05,-0.05748686566948891,-0.05821026489138603,0.001310083083808422,-0.10290984809398651,-0.10590944439172745,0.8222147226333618,-0.052562229335308075,1.1482391357421875,-0.821703314781189
132,1.7806809410103597e-05,-0.04982319474220276,-0.050003647804260254,0.0008448966545984149,-0.08271778374910355,-0.07733984291553497,0.7841973900794983,-0.03935577720403671,1.1702921390533447,-0.7946702241897583
133,2.1394585928646848e-05,-0.05266588181257248,-0.057647548615932465,0.0011860759695991874,-0.10054749250411987,-0.10270456969738007,1.0583511590957642,-0.05100034922361374,1.173020839691162,-0.9786843061447144
134,1.632848579902202e-05,-0.05546819791197777,-0.0581556037068367,0.001259749406017363,-0.10210473835468292,-0.10864049941301346,0.7995425462722778,-0.05454181507229805,1.1588613986968994,-0.8713464736938477
135,2.0112649508519098e-05,-0.06163983792066574,-0.06087861955165863,0.002097800374031067,-0.11455836892127991,-0.11175768077373505,0.7729987502098083,-0.06372998654842377,1.1070291996002197,-0.9194169044494629
136,1.945592521224171e-05,-0.05718493461608887,-0.05980348214507103,0.0010382451582700014,-0.1137147769331932,-0.1053989976644516,0.6713498830795288,-0.05628092586994171,1.1253745555877686,-0.747268795967102
137,2.1988205844536424e-05,-0.054883554577827454,-0.060122620314359665,0.001266330131329596,-0.10775153338909149,-0.11084852367639542,0.88093101978302,-0.05020780488848686,1.1074447631835938,-0.8682992458343506
138,1.963953036465682e-05,-0.05912300944328308,-0.06004417687654495,0.001620450522750616,-0.10260258615016937,-0.11086598038673401,0.8515607118606567,-0.053805455565452576,1.130279779434204,-0.8892713785171509
